Brand,Series,Weight,Display Size,Pixel Density,Display Touchscreen,Graphic Processor,RAM Capacity,RAM Type,SSD Capacity,OS,Processor_Brand,Price (Rs),Processor_Series,Graphics Memory
Acer,aspire,2.3,15.6,141.0,0,nvidia geforce 940mx,8,ddr4,512,win 10,intel,63999.0,i5,4
HP,14s,1.46,14.0,157.0,0,intel iris x,8,ddr4,512,win 10,intel,72999.0,i7,0
Dell,inspiron,1.8,15.6,141.0,0,nvidia geforce mx350,8,ddr4,256,win 11,intel,58990.0,i5,2
Lenovo,V15,1.85,15.6,141.0,0,intel uhd,4,ddr4,256,win 10,intel,32870.0,i3,0
Lenovo,yoga,1.4,14.0,157.0,0,intel iris xe,8,ddr4,512,win 10,intel,79990.0,i5,0
Acer,aspire,1.78,15.6,141.0,0,intel uhd,8,lpddr5,512,win 11,intel,35490.0,i3,0
Asus,zenbook,1.22,14.0,157.0,0,amd radeon,16,ddr4,512,win 10,amd,69990.0,octa core,0
Coconics,enabler,2.2,11.6,190.0,0,intel uhd graphics 600,4,lpddr4,128,linux,intel,18463.0,celeron,0
HP,omen,2.35,16.1,137.0,0,nvidia geforce rtx 3050,16,ddr5,512,win 11,amd,86390.0,octa core,4
Asus,zenbook,1.19,13.3,166.0,0,nvidia geforce mx150,8,ddr3,512,win 10,intel,79990.0,i5,2
Asus,tuf,2.2,15.6,141.0,0,nvidia geforce gtx 1060,16,ddr4,256,win 10,intel,119990.0,i7,6
HP,spectre,1.36,13.5,267.0,1,intel iris xe,16,lpddr4x,512,win 11,intel,132990.0,i7,0
Asus,vivobook,1.8,16.0,142.0,0,nvidia geforce rtx 2050,8,ddr4,512,win 11,intel,61990.0,i5,4
Acer,aspire,1.7,15.6,141.0,0,intel uhd,8,lpddr5,512,win 11,intel,32999.0,i3,0
Apple,macbook,2.65,14.2,255.0,0,apple 18-core gpu,18,ddr5,1024,mac os,apple,289900.0,m3 pro,0
Asus,zenbook,1.19,13.3,166.0,0,intel uhd 620,8,ddr3,256,win 10,intel,69990.0,i5,0
Apple,macbook,1.55,14.0,258.0,0,no graphics,8,ddr5,512,mac os,apple,289900.0,m3,0
HP,250,1.74,15.6,100.0,0,intel uhd,4,ddr4,256,win 10,intel,43499.0,i3,0
Dell,inspiron,1.4,14.0,157.0,0,nvidia geforce mx350,8,ddr4,512,win 10,intel,77850.0,i7,2
MSI,GF63,1.86,15.6,141.0,0,nvidia geforce gtx 1650 ti max-q,8,ddr4,512,win 10,intel,82990.0,i5,4
Dell,inspiron,1.35,14.0,216.0,0,nvidia geforce mx350,16,ddr4,512,win 10,intel,89790.0,i5,2
Acer,aspire,2.23,15.6,141.0,0,amd radeon r5,4,ddr4,256,win 10,amd,30990.0,quad core,0
Lenovo,yoga,1.37,13.3,170.0,1,amd radeon graphics,16,lpddr4x,512,win 11,amd,77990.0,octa core,0
Lenovo,yoga,1.7,14.0,157.0,0,intel uhd 620,4,ddr4,256,win 10,intel,45282.0,i3,0
Dell,inspiron,1.65,15.6,141.0,0,intel uhd,8,ddr4,512,win 11,intel,42999.0,i3,0
Dell,inspiron,1.25,13.3,166.0,0,intel uhd,16,lpddr5,512,win 11,intel,89990.0,i7,0
Acer,aspire,1.5,14.0,157.0,0,intel iris xe,16,lpddr4x,512,win 11,intel,50990.0,i5,0
HP,pavilion,2.18,15.6,141.0,0,nvidia geforce gtx 1050,8,ddr4,128,win 10,intel,95257.0,i7,4
Asus,rog,2.0,16.0,189.0,0,nvidia geforce rtx 3070 ti,32,ddr4,1024,win 11,intel,241990.0,i9,8
Asus,rog,1.6,14.0,157.0,0,nvidia geforce rtx 3050,8,ddr4,1024,win 10,amd,108990.0,octa core,4
HP,15s,1.7,15.6,141.0,0,intel uhd,8,ddr4,256,win 11,intel,35699.0,i3,0
Asus,rog,3.0,18.0,126.0,0,nvidia geforce rtx 4060,16,ddr5,1024,win 11,intel,179990.0,i7,8
Dell,inspiron,1.6,15.6,141.0,0,nvidia geforce mx330,8,ddr4,512,win 10,intel,80250.0,i7,2
Asus,zenbook,1.3,13.3,166.0,0,intel iris xe,8,lpddr4x,512,win 10,intel,79988.0,i5,0
Lenovo,yoga,1.42,14.0,243.0,1,intel iris xe,16,lpddr5,512,win 11,intel,109990.0,i7,0
Lenovo,legion,2.25,15.6,141.0,0,nvidia geforce rtx 2080 super max-q,16,ddr4,1024,win 10,intel,121590.0,i7,8
Dell,latitude,1.24,13.3,118.0,0,intel uhd,8,ddr4,256,win 10,intel,74750.0,i5,0
Dell,vostro,1.67,14.0,157.0,0,amd radeon 530,8,ddr4,128,win 10,intel,74529.0,i5,4
HP,spectre,1.26,13.3,166.0,1,intel uhd 620,8,lpddr3,360,win 10,intel,119490.0,i5,0
Dell,G15,2.51,15.6,141.0,0,nvidia geforce rtx 3050,16,ddr5,512,win 11,amd,81990.0,octa core,4
Apple,macbook,2.2,16.2,254.0,0,apple m1,32,ddr5,1024,mac os,apple,308990.0,m1 max,0
MSI,katana,2.25,15.6,141.0,0,nvidia geforce rtx 3050,16,ddr5,512,win 11,intel,91990.0,i7,6
Dell,G15,3.31,15.6,141.0,0,nvidia geforce rtx 3050,8,ddr5,512,win 11,intel,66990.0,i5,6
Asus,zenbook,1.4,14.0,243.0,1,amd radeon,16,ddr4,1024,win 11,amd,112990.0,ryzen 7,0
MSI,katana,2.6,17.3,170.0,0,nvidia geforce rtx 4070,16,ddr5,1024,win 11,intel,124990.0,i7,8
Dell,inspiron,1.57,14.0,162.0,1,nvidia geforce mx550,16,ddr4,512,win 11,intel,103990.0,i7,2
Asus,tuf,2.3,15.6,141.0,0,nvidia geforce rtx 3050,8,ddr4,512,win 11,amd,69999.0,octa core,4
Dell,inspiron,1.83,15.6,141.0,0,intel uhd,4,ddr4,256,win 10,intel,44894.0,i3,0
HP,envy,1.49,14.0,157.0,0,nvidia geforce gtx 1650 ti max-q,16,ddr4,1024,win 10,intel,78990.0,i7,4
MSI,Pulse,2.25,15.6,141.0,0,nvidia geforce rtx 3050 ti,16,ddr4,512,win 10,intel,108990.0,i7,4
Asus,vivobook,1.5,14.0,157.0,0,intel iris xe,16,ddr4,512,win 11,intel,59990.0,i5,0
Lenovo,thinkpad,1.59,14.0,157.0,0,intel iris xe,16,ddr4,1024,win 11,intel,91000.0,i7,0
Lenovo,ideapad,1.6,15.6,141.0,0,amd radeon graphics,8,ddr4,512,win 11,amd,32990.0,dual core,0
Lenovo,ideapad,2.2,15.6,141.0,0,nvidia geforce gtx 1650 ti,8,ddr4,256,win 10,amd,70990.0,octa core,4
Acer,aspire,1.9,15.6,141.0,0,intel uhd,8,ddr4,512,win 10,intel,68990.0,i5,0
Lenovo,thinkpad,1.69,14.0,157.0,0,amd radeon rx640,16,ddr4,512,win 10,intel,89990.0,i7,2
Dell,xps,1.2,13.3,166.0,1,intel iris xe,8,lpddr4x,512,win 10,intel,109606.0,i5,0
Asus,zenbook,1.19,13.3,166.0,0,nvidia geforce mx150,8,ddr3,512,win 10,intel,89990.0,i7,2
Lenovo,ideapad,1.65,14.0,157.0,1,intel uhd 620,4,ddr4,256,win 10,intel,44990.0,i3,0
HP,omen,2.57,15.6,141.0,0,nvidia geforce gtx 1060,8,ddr4,128,win 10,intel,99990.0,i5,6
Dell,inspiron,2.65,15.6,141.0,0,nvidia geforce rtx 3050,8,ddr5,512,win 11,intel,71499.0,i5,6
Lenovo,legion,2.4,16.0,189.0,0,nvidia geforce rtx 4060,16,ddr5,512,win 11,amd,112190.0,octa core,8
HP,victus,2.29,15.6,141.0,0,nvidia geforce rtx 3050 ti,8,ddr4,512,win 11,amd,63900.0,ryzen 5,4
Asus,rog,2.3,15.6,188.0,0,nvidia geforce rtx 3080,16,ddr5,1024,win 11,amd,187990.0,octa core,8
Asus,vivobook,1.7,15.6,141.0,0,intel iris xe,16,ddr4,512,win 11,intel,74990.0,i5,0
HP,pavilion,2.12,15.6,141.0,0,nvidia geforce gtx 1050,8,ddr4,512,win 10,intel,73990.0,i5,4
Dell,G15,2.57,15.6,141.0,0,nvidia geforce rtx 3050,16,ddr4,512,win 11,amd,82990.0,octa core,4
Lenovo,legion,2.49,16.0,189.0,0,nvidia geforce rtx 3070 ti,32,ddr5,1024,win 11,intel,279890.0,i7,8
Acer,nitro,2.7,15.6,141.0,0,nvidia geforce mx150,8,ddr4,512,linux,intel,66185.0,i7,2
Acer,aspire,2.1,15.6,141.0,0,nvidia geforce rtx 3050,16,ddr4,512,win 11,intel,89999.0,i5,4
Acer,spin,2.15,15.6,100.0,1,intel hd 520,4,ddr4,256,win 10,intel,34990.0,i3,0
HP,envy,1.2,13.3,166.0,1,nvidia geforce mx250,8,ddr4,512,win 10,intel,79990.0,i5,2
HP,245,1.74,14.0,112.0,0,amd integrated,4,ddr4,256,win 11,amd,24999.0,dual core,0
Lenovo,E41,1.59,14.0,112.0,0,amd radeon,4,ddr4,256,dos,amd,17990.0,dual core,0
HP,omen,2.57,15.6,141.0,0,nvidia geforce gtx 1050,16,ddr4,128,win 10,intel,119990.0,i7,4
Dell,inspiron,1.5,14.0,157.0,0,nvidia geforce mx350,16,ddr4,512,win 11,intel,83990.0,i5,2
Lenovo,yoga,1.36,14.0,157.0,0,intel iris xe,16,ddr4,512,win 10,intel,84990.0,i5,0
Acer,extensa,1.7,15.6,141.0,0,intel uhd,8,ddr4,512,win 11,intel,28999.0,i3,0
HP,255,1.6,15.6,100.0,0,amd radeon athlon 3000g,4,ddr4,256,win 11,amd,23900.0,dual core,0
Dell,inspiron,1.68,15.6,141.0,0,amd radeon,8,ddr4,512,win 11,amd,62929.0,ryzen 5,0
Lenovo,yoga,1.49,14.0,162.0,1,intel integrated,16,lpddr5,1024,win 11,amd,99490.0,octa core,0
Lenovo,legion,2.4,16.0,189.0,0,nvidia geforce rtx 3070,32,ddr5,1024,win 11,amd,172791.0,octa core,8
MSI,vector,2.9,17.3,127.0,0,nvidia geforce rtx 3070 ti,16,ddr5,1024,win 11,intel,143900.0,i7,8
Asus,zenbook,1.4,14.0,243.0,1,amd radeon graphics,16,ddr4,1024,win 11,amd,134990.0,ryzen 9,0
MSI,katana,2.25,15.6,141.0,0,nvidia geforce rtx 3050,16,ddr4,512,win 11,intel,75990.0,i5,4
MSI,bravo,2.35,15.6,141.0,0,amd radeon rx6550m,16,ddr5,512,win 11,amd,75990.0,octa core,4
Lenovo,thinkbook,1.7,15.0,147.0,0,intel iris xe,16,ddr4,512,win 10,intel,140131.0,i7,0
Lenovo,legion,2.4,16.0,189.0,0,nvidia geforce rtx 3060,16,ddr5,1024,win 11,amd,109809.0,octa core,6
HP,omen,2.32,16.1,137.0,0,amd radeon rx 6600m,16,ddr4,1024,win 11,amd,86990.0,octa core,8
Asus,rog,2.9,17.3,170.0,0,nvidia geforce rtx 3070 ti,32,ddr5,1024,win 11,intel,234990.0,i9,8
Dell,inspiron,1.8,15.6,141.0,0,amd radeon,8,ddr4,512,win 11,amd,37372.0,dual core,0
Dell,inspiron,1.64,15.6,141.0,0,amd radeon,8,ddr4,512,win 11,amd,56590.0,ryzen 5,0
Dell,inspiron,1.65,15.6,141.0,0,nvidia geforce mx450,16,ddr4,512,win 10,intel,62499.0,i5,2
Acer,swift,1.0,14.0,157.0,0,intel uhd 620,8,lpddr3,256,win 10,intel,77898.0,i5,0
Asus,zenbook,1.27,13.3,166.0,0,intel uhd 620,8,lpddr3,512,win 10,intel,98990.0,i5,0
MSI,katana,2.6,15.6,141.0,0,nvidia geforce rtx 3050,16,ddr5,512,win 11,intel,54990.0,i5,4
Acer,extensa,1.7,15.6,141.0,0,intel uhd,8,ddr4,256,win 11,intel,35424.0,i3,0
HP,250,1.78,15.6,100.0,0,intel uhd,8,ddr4,512,win 10,intel,56396.0,i5,0
HP,15q,1.86,15.6,100.0,0,intel uhd 620,8,ddr4,512,win 10,intel,54291.0,i5,0
Dell,alienware,1.84,14.0,157.0,0,nvidia geforce rtx 3060,32,lpddr5,1024,win 11,intel,263986.0,i7,6
HP,victus,2.46,16.1,137.0,0,amd radeon rx 5500m,8,ddr4,512,win 11,amd,84420.0,octa core,4
Lenovo,V14,3.0,14.0,157.0,0,intel uhd graphics,4,ddr4,256,win 10,intel,48499.0,i5,0
Asus,chromebook,1.65,14.0,157.0,1,intel uhd graphics,8,lpddr4x,128,chorme os,intel,49990.0,i3,0
MSI,alpha,1.9,15.6,141.0,0,amd radeon rx 6600m,16,ddr4,512,win 11,amd,96800.0,ryzen 5,8
Lenovo,V14,1.92,14.0,157.0,0,intel integrated,8,ddr4,512,win 10,intel,43000.0,i3,0
Lenovo,thinkpad,2.87,15.6,141.0,0,nvidia geforce rtx 3070,16,ddr4,512,win 10,intel,125000.0,i7,8
Asus,rog,1.3,13.4,338.0,1,nvidia geforce rtx 3050 ti,32,lpddr5,1024,win 11,amd,179990.0,octa core,4
Lenovo,thinkpad,1.4,13.3,166.0,0,intel iris xe,16,ddr4,512,win 10,intel,96999.0,i5,0
Lenovo,thinkpad,1.75,15.6,141.0,0,nvidia geforce gtx 1650,16,lpddr4,512,win 11,intel,219000.0,i7,4
Lenovo,thinkpad,1.75,14.0,157.0,0,intel uhd graphics,16,ddr4,512,win 11,intel,79990.0,i5,0
Lenovo,thinkbook,1.3,13.3,227.0,0,intel iris xe graphics,16,ddr4,512,dos,intel,95990.0,i7,0
HP,elitebook,1.75,13.3,166.0,1,intel uhd graphics,16,ddr4,512,win 10,intel,135990.0,i7,0
Lenovo,ideapad,1.75,15.6,141.0,0,amd radeon graphics,8,ddr4,512,win 10,amd,49500.0,ryzen 5,0
Lenovo,thinkbook,1.92,15.6,141.0,0,intel integrated,8,ddr4,512,win 10,intel,69450.0,i5,0
Acer,aspire,1.8,15.6,141.0,0,intel iris xe,16,ddr4,512,win 11,intel,61920.0,i5,0
Acer,spin,1.75,14.0,157.0,1,intel iris xe graphics,16,lpddr4,512,win 11,intel,84990.0,i5,0
MSI,raider,2.9,17.3,255.0,0,nvidia geforce rtx 3080 ti,32,ddr5,2024,win 11,intel,305871.0,i9,16
Acer,spin,1.75,14.0,216.0,1,intel iris xe graphics,16,lpddr5,1024,win 11,intel,129990.0,i7,0
Lenovo,thinkpad,1.53,14.0,157.0,0,intel iris xe,16,ddr4,512,win 11,intel,156999.0,i7,0
Lenovo,thinkbook,1.45,14.0,157.0,0,intel integrated,16,ddr4,512,win 10,intel,86999.0,i5,0
MSI,creator,2.26,16.0,189.0,0,nvidia geforce rtx 3050 ti,16,ddr4,1024,win 10,intel,129990.0,i7,4
HP,zbook,1.98,15.6,141.0,1,nvidia geforce t500,16,ddr4,1024,win 10,intel,174676.0,i7,4
Lenovo,yoga,1.32,13.3,166.0,1,amd radeon,8,ddr4,512,win 10,amd,85999.0,ryzen 5,0
Asus,tuf,1.75,15.6,141.0,0,nvidia geforce rtx 3050,16,ddr5,512,win 11,intel,90949.0,i5,4
Dell,xps,1.17,13.4,164.0,0,intel iris xe,16,lpddr5,512,win 11,intel,103600.0,i5,0
Dell,G15,2.51,15.6,141.0,0,nvidia geforce rtx 3050 ti,16,ddr5,512,win 11,amd,105990.0,octa core,4
Dell,inspiron,1.59,13.3,227.0,0,intel integrated,16,lpddr5,512,win 11,intel,93990.0,i7,0
Asus,proart,2.4,16.0,283.0,0,nvidia geforce rtx 3060,16,ddr5,1024,win 11,intel,219990.0,i9,6
Dell,vostro,1.91,16.0,142.0,0,intel iris xe,16,ddr4,512,win 11,intel,75990.0,i5,0
Asus,vivobook,1.75,14.0,112.0,0,intel uhd,8,ddr4,256,win 11,intel,31990.0,i3,0
HP,15s,2.21,15.6,141.0,0,intel iris xe,8,ddr4,512,win 11,intel,45890.0,i5,0
Asus,vivobook,1.6,14.1,156.0,0,nvidia geforce mx330,8,ddr4,512,win 11,intel,56150.0,i5,2
Asus,tuf,1.75,15.6,141.0,0,nvidia geforce gtx 1650,8,ddr4,1024,win 11,intel,51999.0,i5,4
Lenovo,thinkbook,1.75,14.0,157.0,0,intel iris xe,8,ddr4,512,win 11,intel,79249.0,i5,0
Acer,aspire,1.55,14.0,157.0,0,intel iris xe,8,ddr4,512,win 11,intel,47990.0,i5,0
Dell,xps,1.24,13.4,338.0,1,intel iris xe,16,lpddr5,1024,win 11,intel,180403.0,i7,0
LG,gram,2.5,17.0,178.0,0,intel iris xe,8,lpddr5,512,win 11,intel,106002.0,i5,0
LG,gram,1.9,14.0,162.0,0,intel iris xe,8,lpddr5,512,win 11,intel,92642.0,i5,0
MSI,summit,2.0,16.0,189.0,1,nvidia geforce rtx 3050,16,lpddr4,1024,win 10,intel,125150.0,i7,4
Asus,rog,1.3,13.4,169.0,0,nvidia geforce rtx 3050,16,lpddr5,1024,win 11,amd,138313.0,octa core,8
Asus,rog,1.3,13.4,338.0,1,nvidia geforce rtx 3050 ti,32,lpddr5,1024,win 11,amd,163112.0,octa core,4
MSI,gs76,2.45,17.3,170.0,0,nvidia geforce rtx 3060,16,ddr4,1024,win 10,intel,165990.0,i7,6
Asus,rog,1.3,13.4,338.0,1,nvidia geforce gtx 1650,32,lpddr4x,1024,win 10,amd,128900.0,octa core,4
MSI,katana,2.25,15.6,141.0,0,nvidia geforce rtx 3050,8,ddr4,512,win 11,intel,104990.0,i7,4
Asus,rog,3.5,15.6,141.0,0,nvidia geforce rtx 2080,32,ddr4,1024,win 10,intel,195000.0,i7,8
Asus,rog,3.5,17.3,127.0,0,nvidia geforce rtx 2080,32,ddr4,1024,win 10,intel,199990.0,i7,8
HP,zbook,1.89,15.6,141.0,1,nvidia t1200,32,ddr4,1024,win 10,intel,221499.0,i9,4
Asus,rog,2.3,15.6,188.0,0,nvidia geforce rtx 3060,8,ddr5,1024,win 11,amd,194990.0,octa core,6
Dell,G15,2.65,15.6,141.0,0,nvidia geforce rtx 3060,16,ddr4,1024,win 11,intel,119990.0,i7,6
Asus,rog,2.3,15.6,188.0,0,nvidia geforce rtx 3070 ti,16,ddr5,1024,win 11,amd,134990.0,octa core,8
Asus,rog,2.3,15.6,141.0,0,nvidia geforce rtx 3060,8,ddr5,1024,win 11,amd,185990.0,octa core,6
Acer,nitro,2.3,15.6,141.0,0,nvidia geforce gtx 1650,8,ddr4,1024,win 10,amd,54999.0,ryzen 5,4
Lenovo,thinkpad,1.69,14.0,157.0,0,intel integrated,8,ddr4,512,dos,intel,50000.0,i3,0
Asus,rog,1.3,13.4,169.0,1,nvidia geforce gtx 1650,32,lpddr4x,1024,win 10,amd,129990.0,octa core,4
Acer,aspire,1.76,15.6,141.0,0,amd radeon,8,ddr4,512,win 10,amd,53999.0,octa core,0
Lenovo,thinkpad,1.59,14.0,157.0,0,intel uhd,4,ddr4,256,dos,intel,44499.0,i3,0
Acer,nitro,2.2,15.6,141.0,0,nvidia geforce rtx 3050,8,ddr4,512,win 11,intel,79999.0,i5,4
Lenovo,thinkpad,1.78,15.6,141.0,0,intel iris xe,16,ddr4,1024,win 10,intel,109990.0,i7,0
Acer,swift,1.39,14.0,157.0,0,nvidia geforce rtx 3050,16,lpddr4x,512,win 11,amd,86490.0,ryzen 5,4
Acer,swift,1.9,16.1,137.0,0,nvidia geforce rtx 3050,16,lpddr4x,512,win 11,intel,98999.0,i5,4
HP,zbook,1.89,15.6,141.0,0,nvidia quadro t2000,32,ddr4,1024,win 10,intel,247900.0,i7,4
Acer,aspire,1.81,15.6,141.0,0,amd radeon vega 6,4,ddr4,128,win 11,amd,32990.0,quad core,0
Dell,xps,2.1,15.6,282.0,1,nvidia geforce rtx 3050 ti,32,ddr5,1024,win 11,intel,249990.0,i7,4
MSI,crosshair,2.47,15.6,188.0,0,nvidia geforce rtx 3070,16,ddr4,1024,win 11,intel,173990.0,i7,8
Avita,admiror,1.5,14.0,157.0,0,intel uhd graphics 620,16,ddr4,512,win 10,intel,132590.0,i7,0
Dell,inspiron,1.54,14.0,157.0,0,amd radeon,8,ddr4,512,win 11,amd,57490.0,ryzen 5,0
Asus,tuf,2.2,15.6,141.0,0,nvidia geforce rtx 3050 ti,16,ddr4,1024,win 11,intel,94999.0,i7,4
Asus,C423NA,1.34,14.0,157.0,0,intel integrated,4,lpddr4,256,chorme os,intel,41152.0,celeron,0
Dell,G15,2.5,15.6,141.0,0,nvidia geforce rtx 3050,8,ddr4,512,win 10,amd,70990.0,ryzen 5,4
HP,15,1.74,15.6,141.0,0,intel iris xe,16,ddr4,512,win 11,intel,69900.0,i5,0
Asus,rog,1.92,15.6,141.0,0,nvidia geforce rtx 3060,16,ddr4,1024,win 11,amd,152001.0,octa core,6
MSI,katana,2.6,17.3,127.0,0,nvidia geforce rtx 3060,16,ddr4,1024,win 11,intel,139699.0,i7,6
Asus,tuf,2.0,15.6,141.0,0,nvidia geoforce rtx3050,8,ddr4,1024,win 10,intel,55990.0,i5,4
Lenovo,ideapad,2.2,15.6,141.0,0,nvidia geforce gtx 1650,8,ddr4,512,win 10,amd,67399.0,ryzen 5,4
HP,omen,2.32,16.1,137.0,0,nvidia geforce rtx 3050 ti,16,ddr5,1024,win 11,intel,109990.0,i7,4
Asus,12,1.05,11.6,135.0,0,intel uhd 600,4,ddr4,256,win 10,intel,20990.0,celeron,0
HP,Power,1.89,15.6,141.0,0,nvidia a2000,32,ddr4,1024,win 10,intel,254490.0,i9,4
Dell,xps,1.16,13.4,164.0,0,intel iris xe,16,ddr4,512,win 11,intel,115790.0,i5,0
HP,elitebook,1.21,13.3,331.0,1,intel iris xe,16,ddr4,512,win 10,intel,184148.0,i5,0
Dell,alienware,2.27,15.6,141.0,0,nvidia geforce rtx 3060,16,ddr4,1024,win 11,intel,246990.0,i7,6
Asus,vivobook,1.95,16.0,283.0,0,nvidia geforce rtx 3050,16,ddr4,1024,win 10,amd,124990.0,octa core,4
HP,240,1.47,14.0,157.0,0,intel uhd,8,ddr4,512,win 10,intel,52999.0,i3,0
LG,gram,1.19,16.0,189.0,0,intel iris xe,8,ddr4,512,win 11,intel,86990.0,i5,0
Asus,zenbook,1.29,14.0,157.0,0,nvidia geforce mx450,16,lpddr4x,1024,win 10,intel,104990.0,i7,2
Lenovo,V15,1.85,15.6,141.0,0,intel uhd,4,ddr4,256,dos,intel,31490.0,celeron,0
LG,gram,0.99,14.0,157.0,0,intel iris xe,8,ddr4,256,win 11,intel,76990.0,i5,0
HP,probook,1.75,14.0,112.0,0,intel iris xe,8,ddr4,512,win 10,intel,59391.0,i5,0
Lenovo,V15,1.7,15.0,147.0,0,intel uhd,4,ddr4,256,dos,intel,33500.0,i3,0
Dell,vostro,1.58,14.0,157.0,0,intel uhd,4,ddr4,256,win 10,intel,40990.0,i3,0
Lenovo,V15,1.7,15.6,141.0,0,intel uhd,4,ddr4,256,win 10,intel,29000.0,i3,0
Asus,rog,2.3,15.6,188.0,0,nvidia geforce rtx 3080,16,ddr4,1024,win 10,amd,259990.0,octa core,8
Lenovo,V14,1.7,15.0,147.0,0,intel uhd,4,ddr4,256,win 10,intel,32990.0,i3,0
Dell,vostro,1.66,14.0,112.0,0,intel uhd,4,ddr4,256,win 10,intel,32490.0,i3,0
Lenovo,ideapad,2.25,15.6,141.0,0,nvidia geforce rtx 3060,8,ddr4,512,win 10,intel,59990.0,i5,4
Acer,aspire,1.45,14.0,157.0,0,intel iris xe,8,ddr4,512,win 11,intel,42500.0,i5,0
HP,pavilion,1.98,15.6,141.0,0,nvidia geforce gtx 1650 ti,8,ddr4,256,win 10,amd,82899.0,ryzen 5,4
Asus,vivobook,1.6,15.6,141.0,0,intel iris xe,8,ddr4,512,win 10,intel,57890.0,i5,0
Asus,rog,1.3,13.4,169.0,0,nvidia geforce rtx 3050,16,lpddr4x,1024,win 10,amd,132990.0,octa core,4
Lenovo,V15,1.85,15.6,141.0,0,intel uhd,4,ddr4,256,win 10,intel,34999.0,i3,0
Asus,rog,1.6,14.0,210.0,0,nvidia geforce gtx 1650,8,lpddr4x,1024,win 10,amd,74990.0,octa core,4
Acer,swift,1.39,14.0,157.0,0,nvidia geforce rtx 3050,16,lpddr4x,512,win 10,amd,54999.0,ryzen 5,4
Lenovo,thinkpad,1.7,15.6,141.0,0,nvidia geforce mx450,32,ddr4,512,win 10,intel,107819.0,i7,2
Dell,xps,1.27,13.4,304.0,1,intel iris xe,16,lpddr4x,1024,win 10,intel,46156.0,i7,0
Lenovo,ideapad,1.5,14.0,157.0,0,intel uhd,8,ddr4,256,win 10,intel,34990.0,i3,0
Dell,xps,1.27,13.4,338.0,1,intel iris xe,16,lpddr4x,512,win 10,intel,154890.0,i5,0
Asus,rog,1.3,13.4,338.0,1,nvidia geforce gtx 1650,32,lpddr4x,1024,win 10,amd,129990.0,octa core,4
Lenovo,ideapad,2.2,15.6,141.0,0,nvidia geforce gtx 1650,16,ddr4,512,win 10,amd,67699.0,ryzen 5,4
Asus,rog,2.1,15.6,141.0,0,nvidia geforce rtx 3050,16,ddr4,1024,win 10,amd,101990.0,octa core,4
Asus,rog,2.7,17.3,127.0,0,nvidia geforce rtx 3080,32,ddr4,1024,win 10,amd,254990.0,octa core,16
Dell,inspiron,1.83,15.6,141.0,0,intel uhd,4,ddr4,256,win 10,intel,43322.0,i3,0
Asus,vivobook,1.4,14.1,156.0,0,amd radeon,8,ddr4,1024,win 10,amd,63990.0,ryzen 5,0
Dell,inspiron,1.83,15.6,141.0,0,intel uhd,4,ddr4,256,win 10,intel,47693.0,i3,0
Acer,nitro,2.4,15.6,141.0,0,nvidia geforce rtx 3050,8,ddr4,256,win 10,amd,63490.0,ryzen 5,4
Asus,tuf,2.3,15.6,141.0,0,nvidia geforce rtx 3050,8,ddr4,1024,win 10,intel,94990.0,i7,4
Dell,inspiron,1.83,15.6,141.0,0,intel uhd,4,ddr4,512,win 10,intel,40499.0,i3,0
Asus,rog,2.3,15.6,141.0,0,nvidia geforce rtx 3060,16,ddr4,1024,win 10,amd,154990.0,octa core,6
Lenovo,thinkpad,1.29,13.3,166.0,0,intel uhd,16,ddr4,512,win 10,intel,161165.0,i7,0
Asus,zenbook,1.22,14.0,157.0,0,amd radeon r5,8,lpddr4x,512,win 10,amd,78990.0,ryzen 5,0
Dell,xps,1.29,13.3,166.0,0,intel uhd,8,ddr4,512,win 10,intel,101490.0,i5,0
HP,probook,2.2,14.0,157.0,0,intel iris xe,8,ddr4,512,win 10,intel,119900.0,i7,0
Lenovo,thinkpad,1.5,14.0,157.0,0,intel uhd,16,ddr4,512,win 10,intel,155411.0,i5,0
Asus,rog,2.3,15.6,141.0,0,nvidia geforce rtx 3060,16,ddr4,1024,win 10,amd,159990.0,octa core,8
Asus,rog,2.3,15.6,141.0,0,nvidia geforce rtx 3060,16,ddr4,1024,win 10,amd,139990.0,octa core,6
Dell,inspiron,1.83,15.6,141.0,0,intel iris xe,4,ddr4,256,win 10,intel,56050.0,i5,0
Lenovo,thinkpad,1.55,14.0,157.0,0,intel uhd,8,ddr4,512,win 10,intel,125490.0,i5,0
Lenovo,thinkpad,1.29,13.3,166.0,0,intel uhd,16,ddr4,512,win 10,intel,146990.0,i5,0
Asus,rog,2.3,15.6,141.0,0,nvidia geforce rtx 3070,16,ddr4,1024,win 10,amd,154990.0,octa core,8
Asus,rog,2.7,17.3,127.0,0,nvidia geforce rtx 3060,16,ddr4,1024,win 10,amd,129999.0,octa core,6
Dell,inspiron,1.72,14.0,157.0,1,intel iris xe,8,ddr4,512,win 10,intel,80179.0,i7,0
Asus,zenbook,2.5,15.6,282.0,0,nvidia geforce rtx 2060,32,ddr4,1024,win 10,intel,219990.0,i7,6
Asus,rog,2.48,15.6,141.0,0,nvidia geforce rtx 2070 super with max-q design,32,ddr4,1024,win 10,intel,360990.0,i7,8
MSI,Alpha,2.33,15.6,141.0,0,amd radeon rx 5500m,16,ddr4,256,win 10,amd,69890.0,quad core,4
