Brand,Series,Weight,Display Size,Pixel Density,Display Touchscreen,Graphic Processor,RAM Capacity,RAM Type,SSD Capacity,OS,Processor_Brand,Price (Rs),Processor_Series,Graphics Memory
HP,chromebook,1.8,15.6,141.0,1,intel hd 620,4,ddr4,128,chorme os,intel,77154.0,i3,0
HP,pavilion,2.8,15.6,100.0,1,intel hd 4000,4,ddr3,256,other,intel,39290.0,i3,0
Asus,tuf,2.6,17.3,127.0,0,nvidia geforce rtx 2050,16,ddr4,512,win 11,intel,49490.0,i5,4
Acer,nitro,2.3,15.6,141.0,0,nvidia geforce gtx 1650,8,ddr4,256,win 10,amd,66890.0,quad core,4
HP,pavilion,2.2,15.6,100.0,0,nvidia geforce 830m,4,ddr3,256,other,intel,49990.0,i5,2
HP,pavilion,2.3,15.6,100.0,0,intel hd 4000,4,ddr3,256,other,intel,36990.0,i3,0
Dell,g15,2.81,15.6,141.0,0,nvidia geforce rtx 3050,8,ddr5,512,win 11,amd,69990.0,ryzen 5,6
HP,14,1.7,14.0,112.0,0,intel hd 520,4,ddr4,256,win 10,intel,29990.0,i3,0
Lenovo,legion,2.4,15.6,141.0,0,nvidia geforce rtx 3050,16,ddr4,512,win 11,intel,90490.0,i5,4
HP,pavilion,2.2,15.6,100.0,0,nvidia geforce 830m,8,ddr3,512,other,intel,53811.0,i5,2
Lenovo,S14,1.5,14.0,157.0,0,intel uhd,8,ddr4,512,win 11,intel,46885.0,i5,0
MSI,cyborg,1.98,15.6,141.0,0,nvidia geforce rtx 2050,16,ddr5,512,win 11,intel,55990.0,i5,4
HP,pavilion,2.2,15.6,100.0,0,nvidia geforce 830m,8,ddr3,512,other,intel,52990.0,i5,2
Dell,inspiron,1.65,15.6,141.0,0,intel uhd,8,ddr4,256,win 11,intel,50499.0,i5,0
Asus,r,2.4,15.6,141.0,0,nvidia geforce 930mx,4,ddr4,256,win 10,intel,45274.0,i5,2
HP,pavilion,2.03,14.0,112.0,0,nvidia geforce gt 740m,4,ddr3,256,other,intel,51784.0,i5,2
Asus,tuf,2.2,15.6,141.0,0,nvidia geforce rtx 3050,8,ddr4,512,win 11,intel,70990.0,i5,4
HP,250,1.74,15.6,100.0,0,intel uhd,4,ddr4,256,win 10,intel,43999.0,i3,0
Asus,vivobook,1.7,15.6,212.0,0,intel iris xe,16,lpddr5,1024,win 11,intel,80990.0,i5,0
HP,15,1.86,15.6,141.0,0,amd radeon hd 520,8,ddr4,512,dos,intel,37490.0,i3,2
HP,pavilion,2.3,15.6,100.0,1,intel hd,4,ddr3,128,other,intel,75279.0,pentium,0
HP,pavilion,2.3,15.6,141.0,0,nvidia geforce gtx 850m,8,ddr3,512,other,intel,77490.0,i7,4
Asus,rog,1.7,14.0,210.0,0,nvidia geforce rtx 3060,16,ddr4,1024,win 10,amd,164990.0,octa core,6
Asus,vivobook,1.88,16.0,138.0,0,amd radeon,16,ddr4,512,win 11,amd,54990.0,octa core,0
HP,pavilion,1.38,14.0,162.0,0,intel iris xe,16,lpddr5x,512,win 11,intel,77990.0,i5,0
Avita,pura,1.34,14.0,112.0,0,amd radeon r4,8,ddr4,256,win 10,amd,33490.0,dual core,0
Asus,zenbook,1.17,14.0,157.0,0,intel uhd,8,lpddr4x,512,win 10,intel,58990.0,i5,0
HP,omen,3.21,17.3,127.0,0,nvidia geforce rtx 2080,16,ddr4,512,win 10,intel,499373.0,i7,8
HP,pavilion,2.3,15.6,100.0,0,intel hd 4400,4,ddr3,256,other,intel,36390.0,i3,0
Lenovo,ideapad,1.55,14.0,157.0,0,intel uhd,4,ddr4,256,win 10,intel,37990.0,i3,0
MSI,Modern,1.3,14.0,157.0,0,nvidia geforce mx450,8,ddr4,512,win 10,intel,61990.0,i7,2
Lenovo,thinkpad,1.77,14.0,157.0,1,intel uhd,8,ddr4,128,win 10,intel,59990.0,i5,0
Asus,vivobook,1.8,15.6,141.0,0,nvidia geforce rtx 3050 ti,16,lpddr5,512,win 11,intel,71039.0,i5,4
Asus,x,2.3,15.6,100.0,0,nvidia geforce gt 820m,4,ddr3,256,other,intel,40400.0,i5,1
MSI,modern,1.4,14.0,157.0,0,intel uhd,8,ddr4,256,win 11,intel,54990.0,i3,0
Asus,tuf,2.3,15.6,141.0,0,nvidia geforce rtx 3060,16,ddr4,1024,win 10,amd,122990.0,octa core,6
Asus,rog,2.3,15.6,141.0,0,nvidia geforce rtx 3080,32,ddr4,1024,win 10,amd,229990.0,octa core,16
Lenovo,thinkpad,1.34,14.0,162.0,0,intel uhd,16,ddr5,1024,win 11,intel,110990.0,i7,0
Asus,vivobook,1.88,16.0,142.0,0,intel iris xe,16,ddr4,512,win 11,intel,72990.0,i7,0
Asus,rog,2.3,15.6,141.0,0,nvidia geforce rtx 3080,16,ddr4,1024,win 10,amd,259990.0,octa core,8
MSI,pulse,2.25,15.6,188.0,0,nvidia geforce rtx 3060,16,ddr4,1024,win 11,intel,129000.0,i7,6
Dell,inspiron,1.62,15.6,141.0,0,intel uhd,16,ddr4,512,win 11,intel,67490.0,i7,0
MSI,GP66,2.38,15.6,141.0,0,nvidia geforce rtx 3060,16,ddr4,1024,win 10,intel,154990.0,i7,6
MSI,titan,3.3,17.3,255.0,0,nvidia geforce rtx 4090,64,ddr5,4024,win 11,intel,499990.0,i9,16
HP,240,1.47,14.0,112.0,0,intel uhd,8,ddr4,512,win 11,intel,33291.0,i3,0
Dell,inspiron,1.68,14.0,157.0,0,intel uhd,4,ddr4,256,win 10,intel,42315.0,i3,0
HP,pavilion,1.7,13.3,118.0,0,intel hd 5500,4,ddr3,256,other,intel,41890.0,i3,0
Asus,rog,1.6,14.0,157.0,0,nvidia geforce rtx 3060,16,ddr4,1024,win 10,amd,202990.0,octa core,6
Lenovo,G570,2.6,15.3,102.0,0,ati mobility radeon hd 6370m,4,ddr3,256,dos,intel,40676.0,i5,1
HP,15,2.1,15.6,100.0,0,intel hd 620,8,ddr4,512,dos,intel,30570.0,i3,0
Lenovo,ideapad,1.89,16.0,189.0,0,intel iris xe,16,lpddr5,1024,win 11,intel,80190.0,i7,0
Asus,rog,1.7,14.0,210.0,0,nvidia geforce rtx 3050 ti,16,ddr4,1024,win 10,amd,137990.0,octa core,4
Asus,vivobook,1.8,16.0,142.0,0,nvidia geforce rtx 3050,16,ddr4,1024,win 11,intel,64990.0,i5,4
MSI,Prestige,1.29,14.0,157.0,0,intel iris xe,16,lpddr4x,512,win 10,intel,89990.0,i7,0
Acer,aspire,2.4,15.6,100.0,0,intel hd 505,4,ddr3,256,win 10,intel,27999.0,pentium,0
Asus,vivobook,1.8,16.0,142.0,0,nvidia geforce rtx 2050,16,ddr4,512,win 11,intel,59990.0,i5,4
Asus,rog,1.3,13.4,169.0,0,nvidia geforce gtx 1650,16,lpddr4x,1024,win 10,amd,96000.0,octa core,4
HP,envy,1.59,14.0,157.0,0,nvidia geforce gtx 1650 ti,16,ddr4,1024,win 10,intel,78999.0,i5,4
HP,pavilion,2.3,15.6,100.0,0,intel hd 4400,4,ddr3,256,other,intel,35990.0,i3,0
Asus,rog,2.3,15.6,188.0,0,nvidia geforce rtx 3070 ti,32,ddr5,1024,win 11,intel,189990.0,i9,8
Asus,x,2.2,15.6,100.0,0,intel hd graphics,4,ddr3,256,dos,intel,24000.0,pentium,0
MSI,PL62,2.2,15.6,141.0,0,nvidia geforce mx 150,8,ddr4,512,dos,intel,73462.0,i7,2
Asus,vivobook,1.9,15.6,141.0,0,amd radeon vega 8,4,ddr4,256,win 10,amd,29990.0,dual core,0
Asus,rog,2.3,15.6,141.0,0,nvidia geforce rtx 3050,8,ddr4,512,win 10,amd,85990.0,octa core,4
Asus,rog,2.3,15.6,188.0,0,nvidia geforce rtx 3080,32,ddr4,2024,win 10,amd,262990.0,octa core,16
Asus,vivobook,1.7,15.6,141.0,0,intel iris xe,16,ddr4,512,win 11,intel,54490.0,i5,0
Asus,tuf,2.2,15.6,141.0,0,nvidia geforce rtx 4050,16,ddr4,1024,win 11,intel,116500.0,i7,6
Asus,rog,2.48,15.6,141.0,0,nvidia geforce rtx 2070 super with max-q design,32,ddr4,2024,win 10,intel,299890.0,i7,8
Dell,g16,2.99,16.0,189.0,0,nvidia geforce rtx 4060,16,ddr5,1024,win 11,intel,149900.0,i9,8
HP,pavilion,1.6,14.0,157.0,0,intel uhd 620,8,ddr4,256,win 10,intel,70590.0,i5,0
HP,pavilion,2.3,15.6,141.0,1,nvidia geforce 930m,8,ddr3,512,win 10,intel,69160.0,i5,2
Asus,vivobook,1.9,15.6,141.0,0,intel uhd 620,8,ddr4,512,win 10,intel,44990.0,i5,0
Lenovo,V110,1.75,15.6,100.0,0,amd radeon r4,4,ddr4,256,win 10,amd,24500.0,dual core,0
HP,240,1.79,14.0,112.0,0,intel hd 5500,4,ddr3,256,dos,intel,25990.0,i3,0
Thomson,neo,1.3,14.1,111.0,0,intel uhd,4,lpddr4,128,win 11,intel,16990.0,celeron,0
Lenovo,thinkpad,2.26,15.6,141.0,0,nvidia t600,32,ddr5,1024,win 11,amd,108000.0,octa core,4
Asus,rog,2.3,15.6,141.0,0,nvidia geforce rtx 3050,8,ddr4,1024,win 10,amd,92990.0,octa core,4
Asus,rog,1.9,15.6,141.0,0,nvidia geforce rtx 3060,16,ddr4,1024,win 10,amd,107000.0,octa core,6
Lenovo,legion,2.3,15.6,141.0,0,nvidia geforce gtx 1650ti,8,ddr4,256,win 10,intel,132999.0,i7,4
Lenovo,ideapad,1.65,14.0,157.0,1,intel uhd,8,ddr4,512,win 10,intel,66990.0,i5,0
MSI,Creator,2.5,17.3,255.0,0,nvidia geforce rtx 2070 max-q,32,ddr4,1024,win 10,intel,265990.0,i7,8
Asus,vivobook,2.34,14.0,157.0,0,amd radeon,16,ddr5,512,win 11,amd,43990.0,quad core,0
Lenovo,legion,2.3,15.6,141.0,0,nvidia geforce gtx 1650 ti,16,ddr4,256,win 10,intel,134500.0,i7,4
Asus,vivobook,1.88,16.0,142.0,0,intel iris xe,16,ddr4,512,win 11,intel,62990.0,i5,0
HP,envy,1.6,15.6,141.0,1,intel iris xe,8,ddr4,512,win 11,intel,72490.0,i5,0
Asus,rog,1.85,16.0,189.0,0,nvidia geforce rtx 4070,32,lpddr5x,2024,win 11,amd,264990.0,ryzen 9,8
Avita,pura,1.34,14.0,112.0,0,intel uhd 620,4,ddr4,256,win 10,intel,19990.0,i3,0
Asus,rog,2.8,17.3,170.0,0,nvidia geforce rtx 4060,16,ddr5,1024,win 11,amd,174990.0,ryzen 9,8
MSI,bravo,2.25,15.6,141.0,0,nvidia geforce rtx 3050,16,ddr5,512,win 11,amd,67990.0,ryzen 5,6
Dell,inspiron,1.87,16.0,142.0,0,nvidia geforce mx570,16,ddr4,512,win 11,intel,76590.0,i5,2
Lenovo,ideapad,2.4,15.6,100.0,0,intel hd graphics,4,ddr3,256,dos,intel,22000.0,celeron,0
Avita,liber,1.46,14.0,157.0,0,intel hd 615,8,ddr3,512,win 10,intel,64990.0,i5,0
Lenovo,thinkpad,1.53,14.0,157.0,0,intel uhd,16,ddr4,512,win 10,intel,89990.0,i5,0
Asus,rog,2.3,15.6,141.0,0,nvidia geforce rtx 3060,16,ddr5,1024,win 11,amd,87044.0,octa core,6
Asus,vivobook,1.6,14.0,157.0,0,intel uhd,4,ddr4,256,win 10,intel,39990.0,i3,0
Asus,rog,2.1,15.6,141.0,0,nvidia geforce rtx 3050,8,ddr4,1024,win 10,amd,109990.0,octa core,4
Lenovo,ideapad,1.6,14.0,157.0,0,amd radeon r3,4,ddr4,256,win 10,amd,34390.0,dual core,0
Lenovo,L14,1.7,14.0,112.0,0,intel uhd,8,ddr4,512,win 10,intel,81500.0,i5,0
Asus,rog,2.1,15.6,141.0,0,nvidia geforce rtx 3050,16,ddr4,1024,win 10,amd,108990.0,octa core,4
Dell,m18,4.04,18.0,168.0,0,nvidia geforce rtx 4090,64,ddr5,1024,win 11,intel,451099.0,i9,16
Dell,xps,1.17,13.4,169.0,0,intel iris xe,16,lpddr5,512,win 11,intel,121990.0,i7,0
Asus,rog,2.6,17.3,127.0,0,nvidia geforce rtx 2080 super with max-q design,32,ddr4,1024,win 10,intel,239990.0,i7,8
Asus,vivobook,1.0,13.3,166.0,1,intel uhd,4,ddr4,128,win 11,intel,45990.0,pentium,0
Asus,zenbook,1.5,16.0,212.0,1,amd radeon 890m,32,lpddr5x,1024,win 11,amd,149990.0,ryzen 9,0
Lenovo,ideapad,1.3,14.0,112.0,0,arm mali-g52 2ee mc2 gpu,4,ddr4,256,chorme os,mediatek,20490.0,kompanio,0
MSI,cyborg,1.6,14.0,162.0,0,nvidia geforce rtx 3050,16,ddr5,512,win 11,intel,70990.0,i7,6
HP,pavilion,1.38,14.0,162.0,0,intel iris xe,16,lpddr5,512,win 11,intel,69990.0,i5,0
Infinix,inbook,1.78,16.0,142.0,0,intel iris xe,8,lpddr4x,512,win 11,intel,32990.0,i3,0
Lenovo,thinkpad,1.77,14.0,157.0,0,intel uhd,4,ddr4,256,dos,intel,52990.0,i5,0
Asus,rog,2.5,17.3,127.0,0,nvidia geforce rtx 3050 ti,16,ddr4,512,win 10,amd,103990.0,ryzen 5,4
Asus,rog,2.85,17.3,127.0,0,nvidia geforce gtx 1660ti,16,ddr4,1024,win 10,intel,123500.0,i7,6
Dell,g16,2.99,16.0,189.0,0,nvidia geforce rtx 4070,16,ddr5,1024,win 11,intel,149990.0,i9,8
Dell,xps,1.19,13.4,169.0,0,intel arc,16,lpddr5x,512,win 11,intel,169450.0,ultra 7,0
MSI,bravo,2.25,15.6,141.0,0,nvidia geforce rtx 4060,16,ddr5,1024,win 11,amd,105440.0,octa core,8
Acer,aspire,1.45,14.0,157.0,0,intel uhd,8,ddr4,512,win 11,intel,46000.0,i3,0
Asus,zenbook,1.35,14.0,216.0,0,amd radeon,16,lpddr4,1024,win 11,amd,74990.0,ryzen 5,0
Asus,zenbook,1.39,14.0,243.0,1,intel iris xe,16,lpddr5,512,win 11,intel,94990.0,i7,0
Asus,tuf,1.92,17.3,127.0,0,nvidia geforce rtx 3050,16,ddr4,512,win 10,intel,95990.0,i7,4
Asus,rog,2.3,15.6,141.0,0,nvidia geforce rtx 3050 ti,16,ddr4,1024,win 10,amd,97990.0,octa core,4
Asus,rog,1.7,14.0,157.0,0,nvidia geforce gtx 1650 ti,8,ddr4,512,win 10,amd,81990.0,ryzen 5,4
Asus,rog,2.3,15.6,141.0,0,nvidia geforce rtx 3060,16,ddr4,1024,win 10,amd,150990.0,octa core,6
Asus,a,2.1,15.6,100.0,0,intel hd,4,ddr3,256,dos,intel,25900.0,pentium,0
Lenovo,ideapad,2.2,15.6,100.0,0,intel hd graphics 520,4,ddr4,256,win 10,intel,36900.0,i3,0
Asus,rog,1.9,15.6,188.0,0,nvidia geforce rtx 3060,16,ddr4,1024,win 10,amd,149000.0,octa core,6
Lenovo,ideapad,2.1,15.6,100.0,0,intel hd 4400,8,ddr3,512,other,intel,99720.0,i7,0
Lenovo,loq,2.38,15.6,141.0,0,nvidia geforce rtx 4050,24,ddr5,512,win 11,intel,88490.0,i5,6
Lenovo,ideapad,1.62,15.6,141.0,0,intel uhd,16,lpddr5,512,win 11,intel,54490.0,i5,0
HP,probook,1.38,14.0,157.0,0,intel iris xe,8,ddr4,512,win 11,intel,86499.0,i5,0
Asus,rog,1.3,13.4,338.0,0,nvidia geforce gtx 1650,16,lpddr4x,1024,win 10,amd,149500.0,octa core,4
Lenovo,ideapad,1.62,15.6,141.0,0,amd radeon,16,ddr4,512,win 11,amd,42991.0,ryzen 5,0
HP,elitebook,1.18,14.0,243.0,0,intel arc,32,lpddr5x,1024,win 11,intel,178499.0,ultra 7,0
Lenovo,ideapad,1.15,13.3,170.0,0,amd radeon 680m,16,lpddr5x,512,win 11,amd,63990.0,octa core,0
Lenovo,ideapad,1.62,15.6,141.0,0,amd radeon,16,ddr4,512,win 11,amd,42790.0,ryzen 5,0
Lenovo,ideapad,1.39,14.0,243.0,0,intel arc 140t,32,lpddr5x,1024,win 11,intel,129991.0,ultra 9,0
Lenovo,ideapad,1.62,15.6,141.0,0,amd radeon,16,ddr4,512,win 11,amd,47990.0,octa core,0
Lenovo,yoga,1.19,14.0,162.0,0,intel arc 130v,16,lpddr5x,1024,win 11,intel,104991.0,ultra 5,0
HP,envy,1.39,14.0,243.0,1,intel arc,16,lpddr5,512,win 11,intel,114999.0,ultra 5,0
Asus,vivobook,1.88,16.0,142.0,0,intel uhd,16,ddr4,512,win 11,intel,56990.0,i5,0
Lenovo,yoga,1.39,14.0,162.0,0,intel arc,32,lpddr5x,1024,win 11,intel,89990.0,ultra 7,0
Lenovo,ideapad,1.6,14.0,162.0,1,amd radeon 760m,16,lpddr5x,512,win 11,amd,74990.0,ryzen 5,0
Lenovo,ideapad,1.72,16.0,212.0,0,intel arc 140t,32,lpddr5x,1024,win 11,intel,129991.0,ultra 9,0
HP,omnibook,1.0,13.3,227.0,0,amd radeon 860m,16,lpddr5x,512,win 11,amd,96499.0,octa core,0
Acer,ANV15,1.75,15.6,141.0,0,nvidia geforce rtx 4050,16,ddr5,512,win 11,intel,97999.0,i7,6
Asus,M1607KA,1.88,16.0,142.0,0,amd radeon,16,ddr5,512,win 11,amd,75990.0,octa core,0
HP,omnibook,1.79,16.0,142.0,1,amd radeon 860m,16,lpddr5x,512,win 11,amd,89999.0,octa core,0
HP,omnibook,1.38,14.0,243.0,1,intel arc,16,lpddr5x,512,win 11,intel,125999.0,ultra 7,0
HP,omnibook,1.38,14.0,243.0,1,intel arc,32,lpddr5x,1024,win 11,intel,145999.0,ultra 7,0
Lenovo,ideapad,1.62,15.6,141.0,0,intel uhd,8,lpddr5,512,win 11,intel,38490.0,i3,0
HP,14,1.34,14.0,243.0,1,intel arc,32,lpddr5x,1024,win 11,intel,204999.0,ultra 9,0
Avita,liber,1.46,14.0,157.0,0,intel uhd 620,8,ddr3,256,win 10,intel,34990.0,i5,0
HP,15s,1.75,15.6,141.0,1,intel iris xe,8,ddr4,512,win 11,intel,50815.0,i5,0
HP,15,1.77,15.6,100.0,0,amd radeon r3,4,ddr4,256,win 10,amd,20990.0,dual core,0
Infinix,INBook,1.24,14.0,157.0,0,intel uhd,8,ddr4,512,win 11,intel,38990.0,i3,128
Asus,vivobook,1.8,15.6,141.0,0,nvidia geforce gtx 1650,16,ddr4,512,win 11,amd,71990.0,octa core,4
Asus,vivobook,2.1,15.6,141.0,0,nvidia geforce gt 940mx,8,ddr4,512,win 10,intel,45990.0,i5,2
Dell,inspiron,1.85,15.6,141.0,0,intel uma,8,ddr4,512,win 11,intel,35890.0,i3,0
Dell,inspiron,1.83,15.6,141.0,0,amd radeon vega,8,ddr4,256,win 10,amd,33500.0,dual core,0
HP,15,1.75,15.6,141.0,0,amd radeon,8,lpddr5,512,win 11,amd,29990.0,quad core,0
Lenovo,ideapad,1.6,14.0,157.0,0,intel uhd,8,ddr4,512,win 10,intel,58990.0,i5,0
Acer,aspire,2.1,15.6,141.0,0,intel hd 505,4,ddr3,256,linux,intel,22999.0,pentium,0
Lenovo,ideapad,1.7,15.6,141.0,0,intel uhd,8,ddr4,512,win 11,intel,61490.0,i3,0
Lenovo,ideapad,2.2,15.6,100.0,0,amd radeon r2,4,ddr4,256,dos,amd,22341.0,dual core,0
MSI,GF63,1.86,15.6,141.0,0,nvidia geforce gtx 1050 ti,8,ddr4,512,win 10,intel,53990.0,i5,4
Avita,liber,1.25,14.0,157.0,0,intel uhd,8,ddr3,256,win 10,intel,40890.0,i5,0
Dell,inspiron,1.96,14.0,112.0,0,intel hd 620,4,ddr4,256,win 10,intel,30990.0,i3,0
Lenovo,ideapad,1.41,14.0,157.0,0,intel uhd,8,ddr4,256,win 10,intel,35999.0,i3,0
HP,15s,1.7,15.6,100.0,0,amd radeon,8,ddr4,512,win 11,amd,29990.0,dual core,0
Dell,vostro,1.58,14.0,157.0,0,intel uhd,4,ddr4,256,win 10,intel,34254.0,i3,0
Asus,vivobook,1.8,15.6,141.0,0,intel uhd,8,ddr4,256,win 11,intel,32800.0,i3,0
HP,15s,1.74,15.6,141.0,0,intel uhd 620,8,ddr4,512,win 10,intel,33999.0,i3,0
Asus,vivobook,1.6,14.0,157.0,0,amd radeon rx vega 10,16,ddr4,512,win 11,amd,38990.0,quad core,0
Acer,predator,2.5,15.6,141.0,0,nvidia geforce rtx 2060,16,ddr4,256,win 10,intel,95490.0,i5,6
Lenovo,ideapad,2.2,15.6,141.0,0,nvidia geforce rtx 2050,8,ddr4,512,win 11,intel,53990.0,i5,4
Asus,zenbook,1.4,14.0,243.0,0,amd radeon,16,lpddr4x,512,win 11,amd,51999.0,ryzen 5,0
MSI,modern,1.4,14.0,157.0,0,intel iris xe,8,ddr4,512,win 11,intel,40630.0,i5,0
Asus,tuf,2.3,15.6,141.0,0,nvidia geforce rtx 3050,8,ddr4,512,win 10,amd,74990.0,octa core,4
Acer,One,1.49,14.0,157.0,0,intel iris xe,8,ddr4,512,win 11,intel,31999.0,i5,0
Lenovo,ideapad,1.8,15.6,141.0,0,nvidia geforce mx250,4,ddr4,256,win 10,intel,62990.0,i5,2
Acer,One,1.49,14.0,157.0,0,intel iris xe,16,ddr4,512,win 11,intel,44750.0,i5,0
Dell,inspiron,1.4,14.0,112.0,0,intel hd 520,4,ddr4,256,win 10,intel,27999.0,i3,0
Asus,rog,2.3,15.6,141.0,0,nvidia geforce gtx 1650 ti,16,ddr4,512,win 10,intel,88990.0,i7,4
MSI,gf63,1.86,15.6,141.0,0,nvidia geforce gtx 1650,16,ddr4,512,win 11,intel,53990.0,i5,4
MSI,GF63,1.86,15.6,141.0,0,nvidia geforce gtx 1650 max q,8,ddr4,256,win 10,intel,75990.0,i7,4
Asus,tuf,2.3,15.6,141.0,0,nvidia geforce rtx 2050,8,ddr4,512,win 11,intel,52999.0,i5,4
Lenovo,V15,1.7,15.6,141.0,0,amd radeon,8,ddr4,512,win 11,amd,36990.0,ryzen 5,0
Lenovo,legion,2.3,15.6,141.0,0,nvidia geforce gtx 1650,8,ddr4,512,win 10,amd,67490.0,ryzen 5,4
Lenovo,ideapad,1.85,15.6,141.0,0,intel uhd,4,ddr4,256,win 10,intel,33990.0,i3,0
Dell,inspiron,2.4,15.6,141.0,0,intel hd 620,4,ddr4,256,win 10,intel,30226.0,i3,0
Infinix,INBook,1.24,14.0,157.0,0,intel uhd,4,lpddr4x,128,win 11,intel,20490.0,celeron,0
HP,victus,2.29,15.6,141.0,0,amd radeon rx 6500m,8,ddr4,512,win 11,amd,51090.0,ryzen 5,4
HP,14q,1.47,14.0,112.0,0,amd radeon r3,4,ddr4,256,win 10,amd,19701.0,dual core,0
Asus,vivobook,1.63,15.6,141.0,0,amd radeon,8,lpddr5,512,win 11,amd,36990.0,quad core,0
HP,chromebook,1.49,14.0,112.0,1,intel uhd,4,lpddr4,256,chorme os,intel,21990.0,celeron,0
Dell,inspiron,2.62,15.6,141.0,0,nvidia geforce gtx 1050ti,8,ddr4,512,win 10,intel,86000.0,i7,4
HP,15s,1.69,15.6,141.0,0,amd radeon,8,ddr4,512,win 11,amd,32100.0,quad core,0
Asus,vivobook,2.0,15.6,141.0,0,amd radeon r5,4,ddr3,256,win 10,amd,24999.0,quad core,0
Asus,rog,2.6,15.6,141.0,0,nvidia geforce gtx 1050 ti,16,ddr4,256,win 10,intel,99990.0,i7,4
Dell,inspiron,2.0,15.6,141.0,0,nvidia geforce 940mx,8,ddr4,256,win 10,intel,92382.0,i7,4
Acer,aspire,2.1,15.6,141.0,0,nvidia geforce gtx 1650,16,ddr4,512,win 11,intel,47690.0,i5,4
Asus,vivobook,1.8,15.6,100.0,0,intel uhd,4,ddr4,256,win 11,intel,22439.0,celeron,0
Lenovo,ideapad,2.2,15.6,141.0,0,nvidia geforce gtx 1650,8,ddr4,512,win 10,intel,53990.0,i5,4
Dell,vostro,1.58,14.0,157.0,0,intel uhd,4,ddr4,256,win 10,intel,36990.0,i3,0
HP,chromebook,1.49,14.0,112.0,1,intel uhd graphics,4,lpddr4,256,chorme os,intel,33000.0,celeron,0
HP,15s,1.74,15.6,141.0,0,amd radeon,4,ddr4,256,win 10,amd,35274.0,dual core,0
HP,15s,1.7,15.6,141.0,0,intel uhd,8,ddr4,512,win 11,intel,37700.0,i3,0
HP,pavilion,1.41,14.0,157.0,0,amd radeon,8,ddr4,512,win 10,amd,47999.0,ryzen 5,0
Asus,vivobook,1.8,15.6,141.0,0,intel uhd,8,ddr4,512,win 10,intel,27990.0,i5,0
Lenovo,ideapad,2.2,15.6,100.0,0,intel hd 520,4,ddr4,256,win 10,intel,27990.0,i3,0
MSI,GF65,1.86,15.6,141.0,0,nvidia geforce gtx 1660 ti,16,ddr4,512,win 10,intel,74990.0,i7,6
Apple,macbook,1.25,13.3,227.0,0,intel uhd 617,8,lpddr3,128,mac os,intel,94990.0,i5,0
Lenovo,ideapad,1.85,15.6,100.0,0,amd radeon,4,ddr4,256,win 10,amd,26999.0,dual core,0
Lenovo,ideapad,1.85,15.6,141.0,0,amd radeon vega 8,8,ddr4,256,win 10,amd,34292.0,dual core,0
Asus,vivobook,1.4,14.0,157.0,0,nvidia geforce mx150,8,ddr4,256,win 10,intel,67999.0,i7,2
Apple,macbook,1.25,13.3,227.0,0,intel uhd 617,8,lpddr3,128,mac os,intel,89990.0,i5,0
MSI,GF65,1.86,15.6,141.0,0,nvidia geforce rtx 3050,16,ddr4,1024,win 10,intel,80999.0,i7,6
Asus,S430UN,1.4,14.0,157.0,0,nvidia geforce mx150,8,ddr4,256,win 10,intel,81990.0,i7,2
Lenovo,yoga,1.35,14.0,189.0,0,intel iris xe,16,lpddr5,512,win 11,intel,71990.0,i5,0
Acer,predator,2.4,15.6,141.0,0,nvidia geforce gtx 1660 ti,16,ddr4,256,win 10,intel,79990.0,i5,6
Asus,vivobook,1.6,15.6,141.0,0,intel uhd 620,4,ddr4,512,win 10,intel,38990.0,i3,0
Lenovo,ideapad,1.63,15.6,141.0,0,intel uhd,8,ddr4,256,win 11,intel,33490.0,i3,0
Asus,rog,2.1,15.6,141.0,0,nvidia geforce rtx 3050,8,ddr4,1024,win 10,amd,103990.0,ryzen 5,4
Acer,extensa,1.75,15.6,141.0,0,intel uhd,8,ddr4,512,win 11,intel,31806.0,i3,0
HP,15q,1.77,15.6,100.0,0,amd radeon vega 3,4,ddr4,256,win 10,amd,27490.0,ryzen 3,0
HP,15q,2.1,15.6,100.0,0,intel hd 620,8,ddr4,512,dos,intel,32063.0,i3,0
Lenovo,ideapad,2.2,15.6,141.0,0,nvidia geforce gtx 1650,8,ddr4,256,win 10,amd,69999.0,ryzen 5,4
HP,15q,1.75,15.6,100.0,0,amd radeon r2,4,ddr4,256,dos,amd,22553.0,dual core,0
Lenovo,legion,2.3,15.6,141.0,0,nvidia geforce gtx 1650,8,ddr4,256,win 10,intel,64390.0,i5,4
Acer,nitro,2.3,15.6,141.0,0,nvidia geforce gtx 1650 ti,8,ddr4,256,win 10,intel,65190.0,i5,4
HP,15s,1.69,15.6,141.0,0,amd radeon,8,ddr4,512,win 10,amd,41650.0,ryzen 5,0
Lenovo,thinkbook,1.7,15.6,141.0,0,amd radeon,8,ddr4,512,win 11,amd,37999.0,quad core,0
Lenovo,ideapad,1.63,15.6,141.0,0,intel uhd,8,ddr4,512,win 11,intel,35999.0,i3,0
MSI,GF63,1.86,15.6,141.0,0,nvidia geforce gtx 1650 max q,8,ddr4,512,win 10,intel,47990.0,i5,4
Asus,vivobook,1.8,15.6,141.0,0,intel uhd,8,ddr4,512,win 11,intel,38975.0,i3,0
Apple,macbook,1.25,13.3,227.0,0,intel uhd 617,8,lpddr3,128,mac os,intel,108990.0,i5,0
